text,category,label
"In a class of 65 students and 4 teachers, each student got sweets that are 20% of the total number of students and each teacher got sweets that are 40% of the total number of students. How many sweets are there?",Percentage,2
A student scores 55% marks in 8 papers of 100 marks each. He scores 15% of his total marks in English. How much does he score in English?,Percentage,2
"A, B, C and D have $`$ 40, 50, 60 and 70 respectively when they go to visit a fair. A spends $`$ 18, B spends $`$ 21, C spends $`$ 24 and D spends $`$ 27. Who has done the highest expenditure proportionate to his resources?",Percentage,2
15% of? % of 582 = 17.46,Percentage,2
"In a year, a man manages to sell only 65% of the chicken he owns. How many chicken should the man own to sell 47775 chicken in a year?",Percentage,2
"If 35% of a number is 175, then what percent of 175 is that number?",Percentage,2
"If an electricity bill is paid before due date, one gets a reduction of 4% on the amount of the bill. By paying the bill before due date a person got a reduction of $`$ 13. The amount of his electricity bill was",Percentage,2
"In an examination X secures 58% marks and Y secures 105 marks less than X. If the maximum marks were 700, then what percent of marks did Y secure?",Percentage,2
"David and his wife each receives an 8 percent annual rise. If David receives a raise of $`$ 800 and his wife receives a raise of $`$ 840, what is the difference between their annual incomes after their raises?",Percentage,2
"If the average of a number, its 75% and its 25% is 240, then the number is",Percentage,2
"A company bought a total of 60 computers and 20 printers to modernise billing operations. If the price of each computer was three times the price of each printer, what percent of the total cost of the purchase was the total cost of the printers?",Percentage,2
"An individual pays 30% income tax. On this tax he has to pay a surcharge of 10%. Thus the net tax rate, he has to pay, is",Percentage,2
Anand has drawn an angle of measure $45^\circ 27'$ when he was asked to draw an angle of $45^\circ$. The percentage error in his drawing is,Percentage,2
The value of which of the following fractions is less than twenty percent?,Percentage,2
The difference between 54% of a number and 26% of the same number is 22526. What is 66% of that number?,Percentage,2
The difference between 38% of a number and 24% of the same number is $`$ 135.10. What is 40% of that number?,Percentage,2
"76% of the students in a school are boys. If the number of girls is 204, then the total number of students is",Percentage,2
"In an examination, 65% of the total examinees passed. If the number of failures is 420, the total number of examinees is",Percentage,2
There are 340 vacancies for a particular post in an organisation. Experience shows that 15% of the candidates interviewed get rejected. How many candidates should be interviewed to fill all the vacancies?,Percentage,2
Rajan got 76 percent marks and Sonia got 480 marks in a test. The maximum marks of the test is equal to the marks obtained by Rajan and Sonia together. How many marks did Rajan score in the test?,Percentage,2
"If a bucket is 80% full, then it contains 2 litres more water than when it is $66\frac{2}{3}\%$ full. What is the capacity of the bucket?",Percentage,2
"Vinay decided to donate 5% of his salary. On the day of donation he changed his mind and donated $`$ 1687.50, which was 75% of what he had decided earlier. How much is Vinay's salary?",Percentage,2
One-fourth of sixty percent of a number is equal to two-fifths of twenty percent of another number. What is the respective ratio of the first number to the second number?,Percentage,2
"The sum of two numbers is 2490. If 6.5% of one number is equal to 8.5% of the other, the greater number is",Percentage,2
"If the monthly salary of an employee is increased by $2\frac{2}{3}\%$, he gets $`$ 72 more. His monthly salary (in $`$) is",Percentage,2
A store raised the price of an item by exactly 10 percent. Which of the following could not be the resulting price of the item?,Percentage,2
A number increased by $37\frac{1}{2}\%$ gives 33. The number is,Percentage,2
Three-fourths of a number is equal to 60% of another number and the difference between these two numbers is 20. What is the sum of these two numbers?,Percentage,2
The number which exceeds 16% of it by 42 is,Percentage,2
What percentage of numbers from 1 to 70 have squares that end in the digit 1?,Percentage,2
By how much percent is four-fifths of 70 lesser than five-sevenths of 112?,Percentage,2
"If a number x is 10% less than another number y and y is 10% more than 125, then x is equal to",Percentage,2
"If 75% of a number is added to 75, then the result is the number itself. The number is",Percentage,2
"When 125 is subtracted from a number, it reduces to its 37.5 percent. What is 25 percent of that number?",Percentage,2
Which of the following multipliers will cause a number to be increased by 29.7%?,Percentage,2
The sum of two numbers is $\frac{28}{25}$ of the first number. The second number is what percent of the first?,Percentage,2
A number reduced by 25% becomes 225. What percent should it be increased so that it becomes 390?,Percentage,2
"If 25% of a number is subtracted from a second number, the second number reduces to its five-sixths. What is the ratio of the first number to the second number?",Percentage,2
"The difference of two numbers is 20% of the larger number. If the smaller number is 20, then the larger number is:",Percentage,2
"When any number is divided by 12, then dividend becomes $\frac{1}{4}$th of the other number. By how much percent first number is greater than the second number?",Percentage,2
"If one number is 80% of the other and 4 times the sum of their squares is 656, then the numbers are",Percentage,2
Two numbers A and B are such that the sum of 5% of A and 4% of B is two-thirds of the sum of 6% of A and 8% of B. Find the ratio of A : B.,Percentage,2
"Three candidates contested an election and received 1136, 7636 and 11628 votes respectively. What percentage of the total votes did the winning candidate get?",Percentage,2
"The population of a town increased from 1,75,000 to 2,62,500 in a decade. The average percent increase of population per year is",Percentage,2
A student multiplied a number by $\frac{3}{5}$ instead of $\frac{5}{3}$. What is the percentage error in the calculation?,Percentage,2
"A tempo is insured to the extent of $\frac{4}{5}$ of its original value. If the premium on it at the rate of 1.3 percent amounts to $`$ 910, the original value of the tempo is",Percentage,2
"The number of students  decreased by 23%. If the number is 1540 now, then the original number of students  was",Percentage,2
"If $a^3 + b^3 = 152$ and $a + b = 8$, then what is the value of $ab$? ",Algebra,16
"When 15% is lost in grinding wheat, a country can export 30 lakh tons of wheat. On the other hand, if 10% is lost in grinding, it can export 40 lakh tons of wheat. The production of wheat in the country is:",Percentage,2
"In a competitive examination in State A, 6% candidates got selected from the total appeared candidates. State B had an equal number of candidates appeared and 7% candidates got selected with 80 more candidates got selected than A. What was the number of candidates appeared from each State?",Percentage,2
"The price of a car is $`$ 3,25,000. It was insured to 85% of its price. The car was damaged completely in an accident and the insurance company paid 90% of the insurance. What was the difference between the price of the car and the amount received?",Percentage,2
"Gauri went to the stationers and bought things worth $`$ 25, out of which 30 paise went on sales tax on taxable purchases. If the tax rate was 6%, then what was the cost of the tax free items?",Percentage,2
A batsman scored 110 runs which included 3 boundaries and 8 sixes. What percent of his total score did he make by running between the wickets?,Percentage,2
A person who spends $66\frac{2}{3}\%$ of his income is able to save $`$ 1200 per month. His monthly expenses (in $`$) are,Percentage,2
"Twenty-five percent of Reena’s yearly income is equal to seventy-five percent of Anubhav‘s monthly income. If Anubhav‘s yearly income is $`$ 240000, what is Reena's monthly income?",Percentage,2
